barangay_id,barangay_name,intervention_type,intervention_name,priority_rank,estimated_cost_per_sqm,cooling_potential,stormwater_retention,pm25_removal,efficiency_score,explanation
Cubacub,Cubacub,permeable_paving,Permeable Pavement,1,1809.0931317527977,0.9710164073434199,21.016765069763807,0.4315657079732178,18.93795596364391,Selected for Cubacub due to high flood risk and need for surface drainage.
Cubacub,Cubacub,rain_gardens,Stormwater Rain Gardens,2,2254.564164505512,1.4257423924305306,40.34282764658811,6.6302658957043725,25.314291856867342,Selected for Cubacub due to susceptibility to flooding and stormwater runoff.
Cubacub,Cubacub,vertical_gardens,Vertical Green Walls,3,2764.153169214252,2.1022204554172195,29.1519266196649,8.307919639315172,42.49292229148875,Selected for Cubacub due to limited available land area.
Tawason,Tawason,green_roofs,Commercial Green Roofs,1,4657.023599395991,4.01573689676626,52.2976062065625,16.584365199693973,71.86570058886036,Selected for Tawason due to high surface temperatures and limited ground space.
Tawason,Tawason,urban_forests,Urban Mini-Forest,2,1044.0207698110707,4.891174065016776,37.084311545050255,21.272059063689973,93.18003474971864,Selected for Tawason due to availability of larger open spaces for maximum impact.
Tawason,Tawason,vertical_gardens,Vertical Green Walls,3,2602.7808522124765,2.0042989210310265,36.696440125951156,8.888431241882921,48.60730583256343,Selected for Tawason due to limited available land area.
Tingub,Tingub,green_roofs,Commercial Green Roofs,1,4684.978917976845,3.9007129183301457,39.88994023569542,14.203513239267078,79.71782082720961,Selected for Tingub due to high surface temperatures and limited ground space.
Tingub,Tingub,rain_gardens,Stormwater Rain Gardens,2,2014.7547789418131,1.5438257335919587,40.10716092915446,3.2059150049999574,27.848404943774675,Selected for Tingub due to susceptibility to flooding and stormwater runoff.
Tingub,Tingub,street_trees,Native Street Trees,3,1663.3063543866615,3.395824756266789,25.795794883648924,11.957811041110253,61.78646464236611,Selected for Tingub due to high accessibility needs and potential for cooling.
Ibabao-Estancia,Ibabao-Estancia,street_trees,Native Street Trees,1,1553.411884304358,3.5143098736299034,23.61159080217633,13.341209982356952,65.32305830593579,Selected for Ibabao-Estancia due to high accessibility needs and potential for cooling.
Ibabao-Estancia,Ibabao-Estancia,vertical_gardens,Vertical Green Walls,2,2674.607404159942,1.8163100566219055,43.63571772752967,10.71025744736913,43.207800649717356,Selected for Ibabao-Estancia due to limited available land area.
Ibabao-Estancia,Ibabao-Estancia,green_roofs,Commercial Green Roofs,3,4504.837223319712,3.890598310079175,45.806911616377995,13.697465716019966,70.16587828927857,Selected for Ibabao-Estancia due to high surface temperatures and limited ground space.
Tipolo,Tipolo,green_roofs,Commercial Green Roofs,1,4403.1766510860625,4.063993618413671,52.688888008048636,15.22080324639785,78.77339353380981,Selected for Tipolo due to high surface temperatures and limited ground space.
Tipolo,Tipolo,street_trees,Native Street Trees,2,1396.7409163601806,3.3372411071223596,55.88863031813307,13.601672228653321,64.29650578356006,Selected for Tipolo due to high accessibility needs and potential for cooling.
Tipolo,Tipolo,urban_forests,Urban Mini-Forest,3,1135.6119164194802,4.939683829845064,49.038227154809576,21.58844103981031,96.33101457273268,Selected for Tipolo due to availability of larger open spaces for maximum impact.
Banilad,Banilad,urban_forests,Urban Mini-Forest,1,1040.5886171464128,5.065400707643223,20.20246335384875,18.643232205669996,90.0919705161663,Selected for Banilad due to availability of larger open spaces for maximum impact.
Banilad,Banilad,street_trees,Native Street Trees,2,1576.7580790770774,3.5607845038010404,28.970772378422392,12.848716885390143,64.48733789366587,Selected for Banilad due to high accessibility needs and potential for cooling.
Banilad,Banilad,green_roofs,Commercial Green Roofs,3,4430.159879263707,4.098596562047209,45.98531596188859,16.39689364197671,72.372490874968,Selected for Banilad due to high surface temperatures and limited ground space.
Casuntingan,Casuntingan,permeable_paving,Permeable Pavement,1,1956.8186220708453,1.0524554503989052,51.79245214166593,2.0105483724207684,17.930977246667602,Selected for Casuntingan due to high flood risk and need for surface drainage.
Casuntingan,Casuntingan,street_trees,Native Street Trees,2,1497.0070775275456,3.378097195119218,48.89808461046022,11.123089449763423,64.76903884626358,Selected for Casuntingan due to high accessibility needs and potential for cooling.
Casuntingan,Casuntingan,pocket_parks,Community Pocket Park,3,3558.1889183628673,2.3708442717628198,57.61834337411657,9.81571430801035,41.24315966431454,Selected for Casuntingan due to dense population and need for community green space.
Umapad,Umapad,rain_gardens,Stormwater Rain Gardens,1,2117.7795568278343,1.4540390914407701,54.045466860674274,4.26768802062511,33.5300945546736,Selected for Umapad due to susceptibility to flooding and stormwater runoff.
Umapad,Umapad,green_roofs,Commercial Green Roofs,2,4522.72050498334,4.174461909664313,47.84119186699892,15.280244680357459,71.69492746686092,Selected for Umapad due to high surface temperatures and limited ground space.
Umapad,Umapad,urban_forests,Urban Mini-Forest,3,1246.0028906796679,5.196021540041706,25.60336060946096,20.073318609454947,90.97176493770769,Selected for Umapad due to availability of larger open spaces for maximum impact.
Casili,Casili,permeable_paving,Permeable Pavement,1,1946.8289274320414,1.1652962210225886,40.453695954437514,2.0060651787487984,22.10113394679181,Selected for Casili due to high flood risk and need for surface drainage.
Casili,Casili,vertical_gardens,Vertical Green Walls,2,2859.985572311106,2.0807867509030813,51.83170677744404,11.560021367270265,47.98295178966775,Selected for Casili due to limited available land area.
Casili,Casili,green_roofs,Commercial Green Roofs,3,4450.233181055977,3.8375927759363475,43.13120563984696,13.143769095186968,73.37995156851535,Selected for Casili due to high surface temperatures and limited ground space.
Subangdaku,Subangdaku,pocket_parks,Community Pocket Park,1,3350.824205060754,2.5088973040219216,50.799742123944434,6.863284109987372,44.60190641411263,Selected for Subangdaku due to dense population and need for community green space.
Subangdaku,Subangdaku,street_trees,Native Street Trees,2,1334.1389859975072,3.320672688467443,41.25418526272592,12.162540486440426,65.22890475819,Selected for Subangdaku due to high accessibility needs and potential for cooling.
Subangdaku,Subangdaku,green_roofs,Commercial Green Roofs,3,4590.4365334890645,4.190340831785014,40.65201393204781,14.291825891764983,76.37429901498207,Selected for Subangdaku due to high surface temperatures and limited ground space.
Mantuyong,Mantuyong,street_trees,Native Street Trees,1,1463.581177765708,3.369317728028338,26.257481706843443,11.00097159265838,65.95974206093697,Selected for Mantuyong due to high accessibility needs and potential for cooling.
Mantuyong,Mantuyong,green_roofs,Commercial Green Roofs,2,4585.838369080025,4.064078950687093,31.197355877837715,16.819461122652775,75.4922666470612,Selected for Mantuyong due to high surface temperatures and limited ground space.
Mantuyong,Mantuyong,pocket_parks,Community Pocket Park,3,3521.7416210045603,2.5446882984937407,36.7840024971116,6.99092395800463,48.37896916695769,Selected for Mantuyong due to dense population and need for community green space.
Guizo,Guizo,vertical_gardens,Vertical Green Walls,1,2789.66953163493,1.8391336642604006,39.66463500467329,9.893887083122262,47.036578593800236,Selected for Guizo due to limited available land area.
Guizo,Guizo,green_roofs,Commercial Green Roofs,2,4473.540659695189,3.9594018937589492,44.63400392208866,15.540374603470575,71.73201869910015,Selected for Guizo due to high surface temperatures and limited ground space.
Guizo,Guizo,permeable_paving,Permeable Pavement,3,1749.8450458505886,1.0503439662856946,40.12545034320351,3.425959364753289,14.453040097720445,Selected for Guizo due to high flood risk and need for surface drainage.
Canduman,Canduman,permeable_paving,Permeable Pavement,1,1755.2679704826087,1.0573152873769414,38.33011561966067,2.1824671572637397,19.754741778758792,Selected for Canduman due to high flood risk and need for surface drainage.
Canduman,Canduman,urban_forests,Urban Mini-Forest,2,1154.4410551203098,5.184476225529566,56.21402567824255,18.783164539157184,99.41464808776524,Selected for Canduman due to availability of larger open spaces for maximum impact.
Canduman,Canduman,green_roofs,Commercial Green Roofs,3,4340.311200550971,3.8072887302606198,23.777718430237137,15.732027093665428,70.69361300875165,Selected for Canduman due to high surface temperatures and limited ground space.
Basak,Basak,green_roofs,Commercial Green Roofs,1,4551.577138711954,4.1509888054108215,49.40284175215543,16.213923721539395,76.96737165364151,Selected for Basak due to high surface temperatures and limited ground space.
Basak,Basak,vertical_gardens,Vertical Green Walls,2,2670.975817511889,2.1002459006563434,52.27338957069056,11.962020568002693,42.82034572571307,Selected for Basak due to limited available land area.
Basak,Basak,rain_gardens,Stormwater Rain Gardens,3,2148.8072343171134,1.6105651842967987,33.63214161012071,6.723029302414259,29.126176769114267,Selected for Basak due to susceptibility to flooding and stormwater runoff.
Pagsabungan,Pagsabungan,street_trees,Native Street Trees,1,1428.0198404122448,3.6582092913984803,35.56806714936653,10.043350605921194,67.26457466107742,Selected for Pagsabungan due to high accessibility needs and potential for cooling.
Pagsabungan,Pagsabungan,green_roofs,Commercial Green Roofs,2,4336.514670714453,3.9277254550361658,58.0024786820322,16.802428587750224,79.05381976419264,Selected for Pagsabungan due to high surface temperatures and limited ground space.
Pagsabungan,Pagsabungan,urban_forests,Urban Mini-Forest,3,1252.7348848679196,4.979378208791328,31.728430867922583,19.314658181479665,95.73437888123286,Selected for Pagsabungan due to availability of larger open spaces for maximum impact.
Opao,Opao,green_roofs,Commercial Green Roofs,1,4476.612200549351,4.15508167310332,34.03660050208315,13.468268065710424,75.49528882323736,Selected for Opao due to high surface temperatures and limited ground space.
Opao,Opao,street_trees,Native Street Trees,2,1604.604252686989,3.5472872253265044,24.04490704491161,10.336427224459989,60.42991682052836,Selected for Opao due to high accessibility needs and potential for cooling.
Opao,Opao,rain_gardens,Stormwater Rain Gardens,3,2029.1052025456775,1.6287440237161426,48.24968908625985,3.325395122567599,32.0096913145912,Selected for Opao due to susceptibility to flooding and stormwater runoff.
Cabancalan,Cabancalan,permeable_paving,Permeable Pavement,1,1750.5038342123662,0.8334002866794675,51.08587663709747,2.23361699894322,21.533781852589417,Selected for Cabancalan due to high flood risk and need for surface drainage.
Cabancalan,Cabancalan,urban_forests,Urban Mini-Forest,2,1362.5417540378944,4.84447899292246,39.705004171634364,18.045414579069675,94.24222009246976,Selected for Cabancalan due to availability of larger open spaces for maximum impact.
Cabancalan,Cabancalan,rain_gardens,Stormwater Rain Gardens,3,2022.521310272735,1.3475271665072288,24.701049871084194,5.596841208464254,29.686606419941263,Selected for Cabancalan due to susceptibility to flooding and stormwater runoff.
Centro (Pob.),Centro (Pob.),green_roofs,Commercial Green Roofs,1,4304.861789875927,4.187951530683056,21.726396478023045,16.564572454792284,79.6322253944061,Selected for Centro (Pob.) due to high surface temperatures and limited ground space.
Centro (Pob.),Centro (Pob.),street_trees,Native Street Trees,2,1697.1859184477203,3.3295186258941594,42.15417137605283,13.877210142476397,64.277011090863,Selected for Centro (Pob.) due to high accessibility needs and potential for cooling.
Centro (Pob.),Centro (Pob.),pocket_parks,Community Pocket Park,3,3551.759455254105,2.578299475593847,38.18164259071093,8.510232320336254,46.23097844170149,Selected for Centro (Pob.) due to dense population and need for community green space.
Pakna-an,Pakna-an,rain_gardens,Stormwater Rain Gardens,1,2110.952473192453,1.3752484638895046,38.547936197599284,4.413408912104211,31.20132597801537,Selected for Pakna-an due to susceptibility to flooding and stormwater runoff.
Pakna-an,Pakna-an,urban_forests,Urban Mini-Forest,2,1031.093854785994,5.189757923066467,59.44842977918412,20.79264685607898,95.83656111850873,Selected for Pakna-an due to availability of larger open spaces for maximum impact.
Pakna-an,Pakna-an,street_trees,Native Street Trees,3,1423.8110465145312,3.6255180078827793,47.38924690215517,10.650467757379566,64.3609636634412,Selected for Pakna-an due to high accessibility needs and potential for cooling.
Maguikay,Maguikay,green_roofs,Commercial Green Roofs,1,4318.087468042476,3.810546789798901,35.05853467512198,16.24221332312733,78.66063889500408,Selected for Maguikay due to high surface temperatures and limited ground space.
Maguikay,Maguikay,permeable_paving,Permeable Pavement,2,1660.1667564414113,1.0376522861408541,35.23563426524086,3.879657591258413,23.872761293149445,Selected for Maguikay due to high flood risk and need for surface drainage.
Maguikay,Maguikay,street_trees,Native Street Trees,3,1635.3314818844551,3.487477263917988,36.592780093506605,11.093628287722826,67.42118923135709,Selected for Maguikay due to high accessibility needs and potential for cooling.
Bakilid,Bakilid,vertical_gardens,Vertical Green Walls,1,2939.8589562709644,1.8989392406972792,38.02176541240374,8.51663766060598,49.44765729882428,Selected for Bakilid due to limited available land area.
Bakilid,Bakilid,rain_gardens,Stormwater Rain Gardens,2,2242.469853780352,1.3914571222013852,46.86802737623427,5.472512961831583,34.54051027258723,Selected for Bakilid due to susceptibility to flooding and stormwater runoff.
Bakilid,Bakilid,green_roofs,Commercial Green Roofs,3,4345.423036879852,4.06862927823712,40.812308036151734,16.08927356694256,73.58162718032841,Selected for Bakilid due to high surface temperatures and limited ground space.
Labogon,Labogon,rain_gardens,Stormwater Rain Gardens,1,2302.0549022694477,1.5481238205413859,48.16319072396894,3.851856646035643,25.28782676313339,Selected for Labogon due to susceptibility to flooding and stormwater runoff.
Labogon,Labogon,green_roofs,Commercial Green Roofs,2,4305.817866267153,3.940235023522639,43.59670747418532,14.568976180398929,71.3637147558677,Selected for Labogon due to high surface temperatures and limited ground space.
Labogon,Labogon,street_trees,Native Street Trees,3,1661.6634777974994,3.43930218680932,40.55957956639243,13.134612050964572,63.37474922023729,Selected for Labogon due to high accessibility needs and potential for cooling.
Looc,Looc,vertical_gardens,Vertical Green Walls,1,2783.6543024953044,2.192013030114191,39.70472375971478,9.315006441150032,42.58244388298958,Selected for Looc due to limited available land area.
Looc,Looc,green_roofs,Commercial Green Roofs,2,4396.058247511277,3.8303453312434654,25.155188876425967,13.51218335583109,76.33400854316726,Selected for Looc due to high surface temperatures and limited ground space.
Looc,Looc,pocket_parks,Community Pocket Park,3,3355.530869059764,2.5563498979212858,27.275203375965795,7.382669133295453,42.519026935122945,Selected for Looc due to dense population and need for community green space.
